Vessels Name,IMO,MMSI,Class,Subclass,Length,Gross Tonnage,Age,Sailing,In Port,Waiting,Signal Lost,Dark Activity,Portcalls,Average dur. Portcalls,NM Sailed (k),Risk,Human expertise,NoAnomaly
LAINICI,7642027,264162064,ServiceVessel,Tug,29.00,195.00,47.00,3.00,235.00,0.00,127.00,19.00,23.00,245.00,0.50,Low,0,0
CANAL SERVICES 15,7711050,264900240,ServiceVessel,Tug,40.00,499.00,44.00,0.00,327.00,0.00,38.00,0.00,7.00,699.00,2.00,Low,0,0
BSV SCOTIA,7800021,264900261,ServiceVessel,Tug,28.00,207.00,44.00,0.00,347.00,0.00,18.00,0.00,3.00,350.00,0.90,Low,0,0
CHRISTOS XXXIV,7907415,376717000,ServiceVessel,Tug,37.00,435.00,42.00,170.00,194.00,0.00,1.00,0.00,34.00,137.00,21.00,Low,0,0
BERSERK,8015489,214181917,ServiceVessel,Tug,34.00,199.00,42.00,136.00,14.00,0.00,215.00,7.00,1.00,340.00,2.00,Low,0,0
ALEXANDRIA 1,8037853,264900197,ServiceVessel,Tug,36.00,354.00,42.00,2.00,324.00,0.00,39.00,0.00,18.00,383.00,2.00,Low,0,0
GHEORGHIENI 2,8037932,264162048,ServiceVessel,Tug,29.00,181.00,43.00,4.00,349.00,0.00,12.00,0.00,32.00,261.00,366.00,Low,0,0
CANAL SERVICES 19,8116685,264900396,ServiceVessel,Tug,28.00,218.00,41.00,2.00,264.00,0.00,99.00,0.00,19.00,320.00,2.00,Low,0,0
WESTGARTH,8303642,636017595,ServiceVessel,Tug,32.00,266.00,40.00,8.00,199.00,0.00,158.00,0.00,47.00,94.00,2.00,Low,0,0
SEA LORD,8325119,511100783,ServiceVessel,Tug,41.00,487.00,29.00,335.00,25.00,0.00,5.00,1.00,13.00,46.00,20.00,Low,0,0
MV RISHI XIII,8332069,704643072,ServiceVessel,Tug,25.00,154.00,60.00,1.00,333.00,0.00,31.00,0.00,14.00,514.00,2.00,Low,0,0
GALATI 3,8523319,264162047,ServiceVessel,Tug,36.00,389.00,39.00,15.00,343.00,0.00,7.00,0.00,36.00,206.00,2.00,Low,0,0
ZIMBRUL 2,8523369,264900249,ServiceVessel,Tug,35.00,481.00,39.00,0.00,313.00,0.00,52.00,0.00,7.00,1.00,0.50,Low,0,0
MARAL,8685923,273360450,ServiceVessel,Tug,52.00,841.00,38.00,171.00,61.00,0.00,133.00,23.00,29.00,50.00,12.00,Low,0,0
YAK,8685935,273366090,ServiceVessel,Tug,51.00,841.00,38.00,98.00,60.00,0.00,207.00,35.00,32.00,45.00,7.00,Low,0,0
BSV PORTUGALIA,8714255,264900333,ServiceVessel,Tug,33.00,429.00,35.00,4.00,353.00,0.00,8.00,0.00,17.00,413.00,2.00,Low,0,0
SAPFIR,8728531,272256000,ServiceVessel,Tug,59.00,1178.00,35.00,20.00,135.00,0.00,210.00,44.00,11.00,295.00,1.00,Low,0,0
AVANT,8831596,272528000,ServiceVessel,Tug,28.00,124.00,33.00,287.00,72.00,0.00,6.00,2.00,41.00,42.00,2.00,Low,0,0
TAHITI,8844531,272982000,ServiceVessel,Tug,31.00,263.00,33.00,240.00,111.00,0.00,14.00,3.00,71.00,38.00,5.00,Low,0,0
PERSEUS,8860925,264900021,ServiceVessel,Tug,69.00,2388.00,33.00,219.00,139.00,0.00,7.00,0.00,8.00,418.00,0.40,Low,0,0
ZIMBRUL 3,8861228,264900043,ServiceVessel,Tug,35.00,464.00,37.00,1.00,112.00,0.00,252.00,0.00,18.00,150.00,0.80,Low,0,0
ZIMBRU 4,8861230,264900044,ServiceVessel,Tug,35.00,464.00,37.00,2.00,125.00,0.00,238.00,0.00,24.00,126.00,1.00,Low,0,0
GALATI 4,8861307,264900046,ServiceVessel,Tug,36.00,333.00,35.00,0.00,261.00,0.00,104.00,0.00,2.00,3.00,0.40,Low,0,0
TORNADO,8897526,272593000,ServiceVessel,Tug,34.00,331.00,28.00,271.00,94.00,0.00,0.00,0.00,31.00,73.00,2.00,Low,0,0
BSV FRANTA,8919178,264900332,ServiceVessel,Tug,31.00,364.00,33.00,2.00,348.00,0.00,15.00,0.00,3.00,2000.00,1.00,Low,0,0
GERMES,8920945,273359640,ServiceVessel,Tug,28.00,220.00,33.00,83.00,55.00,0.00,227.00,1.00,22.00,58.00,7.00,Low,0,0
PLUTON,8927333,272499000,ServiceVessel,Tug,36.00,278.00,43.00,91.00,99.00,0.00,175.00,0.00,20.00,119.00,1.00,Low,0,0
COREMAR 16,8969214,264900134,ServiceVessel,Tug,23.00,112.00,43.00,18.00,337.00,0.00,10.00,0.00,98.00,82.00,4.00,Low,0,0
AG1,8969226,264163452,ServiceVessel,Tug,23.00,111.00,43.00,91.00,66.00,0.00,208.00,20.00,20.00,79.00,3.00,Low,0,0
CANAL SERVICES 20,9015826,264900411,ServiceVessel,Tug,25.00,188.00,32.00,1.00,333.00,0.00,31.00,0.00,14.00,514.00,2.00,Low,0,0
ALEXANDRU2,9017331,264900361,ServiceVessel,Tug,28.00,220.00,32.00,2.00,324.00,0.00,39.00,0.00,31.00,246.00,0.60,Low,0,0
CANAL SERVICES 9,9043184,264900201,ServiceVessel,Tug,30.00,188.00,31.00,3.00,287.00,0.00,75.00,0.00,39.00,170.00,1.00,Low,0,0
NAUTILUS IC,9059858,214182696,ServiceVessel,Tug,26.00,298.00,31.00,187.00,78.00,0.00,100.00,10.00,34.00,55.00,7.00,Low,0,0
OLLAN,9064360,341779000,ServiceVessel,Tug,29.00,219.00,31.00,57.00,29.00,0.00,279.00,14.00,11.00,62.00,4.00,Low,0,0
ATHLETIC,9109237,613370000,ServiceVessel,Tug,38.00,441.00,29.00,329.00,0.00,0.00,36.00,10.00,0.00,0.00,3.00,Low,0,0
MULTRATUG 25,9133886,264900400,ServiceVessel,Tug,24.00,129.00,28.00,3.00,328.00,0.00,34.00,0.00,16.00,485.00,0.70,Low,0,0
BSV RUSIA,9235036,264900253,ServiceVessel,Tug,36.00,333.00,23.00,1.00,307.00,0.00,57.00,0.00,21.00,341.00,0.50,Low,0,0
CARLO MAGNO,9341251,247153600,ServiceVessel,Tug,55.00,1658.00,17.00,171.00,190.00,0.00,4.00,1.00,37.00,123.00,16.00,Low,0,0
BUCURESTI,9412191,264900303,ServiceVessel,Tug,26.00,186.00,16.00,10.00,318.00,0.00,37.00,12.00,144.00,51.00,2.00,Low,0,0
ASTANA,9414204,264900302,ServiceVessel,Tug,26.00,186.00,17.00,8.00,305.00,0.00,52.00,5.00,115.00,62.00,1.00,Low,0,0
GEPARD,9486790,272566000,ServiceVessel,Tug,30.00,234.00,15.00,271.00,94.00,0.00,0.00,0.00,25.00,90.00,5.00,Low,0,0
SEA BRAVO,9487029,244468000,ServiceVessel,Tug,32.00,327.00,15.00,237.00,128.00,0.00,0.00,0.00,42.00,73.00,21.00,Low,0,0
FELIX,9517874,255801890,ServiceVessel,Tug,32.00,362.00,14.00,137.00,58.00,0.00,170.00,3.00,33.00,42.00,2.00,Low,0,0
OCTOPUS,9518634,677038800,ServiceVessel,Tug,32.00,362.00,14.00,294.00,35.00,0.00,36.00,1.00,2.00,423.00,0.80,Low,0,0
BULAT,9568536,272106900,ServiceVessel,Tug,23.00,217.00,14.00,4.00,126.00,0.00,235.00,1.00,15.00,201.00,0.70,Low,0,0
ODIN,9572824,245307000,ServiceVessel,Tug,30.00,341.00,13.00,183.00,167.00,0.00,15.00,0.00,104.00,38.00,9.00,Low,0,0
FOTEINI Z,9593232,241500000,ServiceVessel,Tug,38.00,495.00,12.00,73.00,283.00,0.00,9.00,0.00,259.00,26.00,9.00,Low,0,0
ST ELMO,9594999,256607000,ServiceVessel,Tug,30.00,455.00,12.00,68.00,285.00,0.00,12.00,0.00,198.00,32.00,9.00,Low,0,0
NIBULON 3,9636149,272666000,ServiceVessel,Tug,37.00,382.00,11.00,76.00,48.00,0.00,241.00,237.00,25.00,44.00,3.00,Low,0,0
MULTRATUG 26,9667863,244790985,ServiceVessel,Tug,29.00,294.00,10.00,19.00,346.00,0.00,0.00,0.00,228.00,36.00,5.00,Low,0,0
ISA,9688879,244630644,ServiceVessel,Tug,32.00,327.00,6.00,212.00,153.00,0.00,0.00,0.00,85.00,43.00,22.00,Low,0,0
FARUL,9817781,264900340,ServiceVessel,Tug,28.00,293.00,5.00,13.00,352.00,0.00,0.00,0.00,40.00,211.00,2.00,Low,0,0
ARIEL,9879557,511100862,ServiceVessel,Tug,30.00,394.00,4.00,28.00,148.00,0.00,189.00,13.00,6.00,389.00,0.80,Low,0,0
